Epoch,Train_Loss,Val_Loss,Mean_IoU,IoU_Trees,IoU_Lush_Bushes,IoU_Dry_Grass,IoU_Dry_Bushes,IoU_Ground_Clutter,IoU_Flowers,IoU_Logs,IoU_Rocks,IoU_Landscape,IoU_Sky
1.0,37.61386985324996,26.815417853541344,0.6596699953079224,0.8506786227226257,0.708277702331543,0.7068899273872375,0.4954659640789032,0.3671911656856537,0.6736034750938416,0.5796303749084473,0.5296345353126526,0.701974093914032,0.9833536744117737
